date,price_range_percent
2021-06-23,9.38
2021-06-24,8.78
2021-06-25,13.19
2021-06-26,8.13
2021-06-27,8.06
2021-06-28,3.89
2021-06-29,6.68
2021-06-30,5.83
2021-07-01,6.54
2021-07-02,3.57
2021-07-03,4.51
2021-07-04,4.48
2021-07-05,6.23
2021-07-06,4.28
2021-07-07,3.42
2021-07-08,5.52
2021-07-09,5.33
2021-07-10,3.3
2021-07-11,3.71
2021-07-12,5.8
2021-07-13,3.3
2021-07-14,4.5
2021-07-15,6.36
2021-07-16,3.59
2021-07-17,2.28
2021-07-18,3.79
2021-07-19,4.33
2021-07-20,5.6
2021-07-21,10.93
2021-07-22,2.62
2021-07-23,4.75
2021-07-24,3.19
2021-07-25,4.38
2021-07-26,14.77
2021-07-27,8.14
2021-07-28,5.03
2021-07-29,3.15
2021-07-30,10.0
2021-07-31,2.73
2021-08-01,7.59
2021-08-02,4.32
2021-08-03,5.21
2021-08-04,6.29
2021-08-05,10.37
2021-08-06,8.36
2021-08-07,4.86
2021-08-08,4.5
2021-08-09,8.42
2021-08-10,4.32
2021-08-11,3.05
2021-08-12,5.4
2021-08-13,8.02
2021-08-14,4.16
2021-08-15,3.9
2021-08-16,5.03
2021-08-17,5.9
2021-08-18,3.58
2021-08-19,6.76
2021-08-20,5.77
2021-08-21,2.91
2021-08-22,2.64
2021-08-23,2.87
2021-08-24,4.6
2021-08-25,4.32
2021-08-26,6.34
2021-08-27,5.86
2021-08-28,1.62
2021-08-29,3.59
2021-08-30,4.21
2021-08-31,3.08
2021-09-01,5.47
2021-09-02,3.48
2021-09-03,5.37
2021-09-04,2.01
2021-09-05,4.7
2021-09-06,3.23
2021-09-07,22.11
2021-09-08,6.22
2021-09-09,3.49
2021-09-10,6.06
2021-09-11,2.57
2021-09-12,3.52
2021-09-13,6.9
2021-09-14,5.51
2021-09-15,3.59
2021-09-16,2.99
2021-09-17,2.84
2021-09-18,3.62
2021-09-19,3.0
2021-09-20,11.1
2021-09-21,9.6
2021-09-22,8.25
2021-09-23,4.25
2021-09-24,10.12
2021-09-25,2.96
2021-09-26,7.52
2021-09-27,5.03
2021-09-28,4.5
2021-09-29,4.2
2021-09-30,6.39
2021-10-01,11.81
2021-10-02,1.72
2021-10-03,4.18
2021-10-04,5.13
2021-10-05,5.64
2021-10-06,10.06
2021-10-07,3.39
2021-10-08,4.16
2021-10-09,3.09
2021-10-10,3.94
2021-10-11,6.0
2021-10-12,5.78
2021-10-13,6.1
2021-10-14,2.67
2021-10-15,10.36
2021-10-16,3.44
2021-10-17,4.19
2021-10-18,4.34
2021-10-19,4.56
2021-10-20,5.22
2021-10-21,7.22
2021-10-22,5.97
2021-10-23,3.2
2021-10-24,3.12
2021-10-25,5.0
2021-10-26,5.4
2021-10-27,5.54
2021-10-28,6.74
2021-10-29,4.31
2021-10-30,2.32
2021-10-31,3.88
2021-11-01,4.56
2021-11-02,5.88
2021-11-03,3.81
2021-11-04,3.82
2021-11-05,2.79
2021-11-06,2.37
2021-11-07,3.08
2021-11-08,6.84
2021-11-09,3.24
2021-11-10,8.83
2021-11-11,2.18
2021-11-12,5.02
2021-11-13,2.55
2021-11-14,2.9
2021-11-15,4.3
2021-11-16,7.97
2021-11-17,3.94
2021-11-18,7.78
2021-11-19,4.75
2021-11-20,4.16
2021-11-21,2.36
2021-11-22,6.44
2021-11-23,4.03
2021-11-24,3.29
2021-11-25,3.89
2021-11-26,10.48
2021-11-27,3.09
2021-11-28,7.12
2021-11-29,3.66
2021-11-30,5.45
2021-12-01,4.4
2021-12-02,2.6
2021-12-03,9.5
2021-12-04,25.73
2021-12-05,3.99
2021-12-06,7.72
2021-12-07,3.51
2021-12-08,4.93
2021-12-09,7.26
2021-12-10,6.36
2021-12-11,5.36
2021-12-12,4.1
2021-12-13,9.39
2021-12-14,4.32
2021-12-15,6.0
2021-12-16,3.99
2021-12-17,5.23
2021-12-18,3.76
2021-12-19,3.41
2021-12-20,4.0
2021-12-21,5.57
2021-12-22,2.26
2021-12-23,6.8
2021-12-24,2.57
2021-12-25,1.87
2021-12-26,3.17
2021-12-27,2.88
2021-12-28,6.89
2021-12-29,4.15
2021-12-30,3.95
2021-12-31,5.79
2022-01-01,3.32
2022-01-02,2.19
2022-01-03,3.65
2022-01-04,3.62
2022-01-05,9.65
2022-01-06,2.59
2022-01-07,5.05
2022-01-08,3.83
2022-01-09,3.21
2022-01-10,6.04
2022-01-11,3.85
2022-01-12,3.78
2022-01-13,4.31
2022-01-14,3.25
2022-01-15,2.47
2022-01-16,1.75
2022-01-17,3.6
2022-01-18,2.76
2022-01-19,3.0
2022-01-20,6.74
2022-01-21,14.72
2022-01-22,6.81
2022-01-23,4.74
2022-01-24,12.25
2022-01-25,4.65
2022-01-26,6.74
2022-01-27,4.26
2022-01-28,4.81
2022-01-29,3.13
2022-01-30,2.21
2022-01-31,5.21
2022-02-01,2.63
2022-02-02,5.44
2022-02-03,2.14
2022-02-04,11.95
2022-02-05,1.97
2022-02-06,3.04
2022-02-07,6.36
2022-02-08,5.81
2022-02-09,3.46
2022-02-10,5.2
2022-02-11,4.03
2022-02-12,2.72
2022-02-13,1.77
2022-02-14,2.62
2022-02-15,5.12
2022-02-16,2.58
2022-02-17,9.65
2022-02-18,3.26
2022-02-19,1.78
2022-02-20,5.27
2022-02-21,6.61
2022-02-22,5.13
2022-02-23,5.16
2022-02-24,13.09
2022-02-25,3.99
2022-02-26,3.37
2022-02-27,6.73
2022-02-28,16.64
2022-03-01,4.29
2022-03-02,3.79
2022-03-03,5.03
2022-03-04,9.47
2022-03-05,2.04
2022-03-06,3.74
2022-03-07,5.82
2022-03-08,3.55
2022-03-09,9.71
2022-03-10,8.17
2022-03-11,4.52
2022-03-12,1.38
2022-03-13,3.93
2022-03-14,5.47
2022-03-15,3.87
2022-03-16,6.26
2022-03-17,1.54
2022-03-18,4.7
2022-03-19,1.72
2022-03-20,3.02
2022-03-21,1.93
2022-03-22,5.32
2022-03-23,2.43
2022-03-24,3.29
2022-03-25,2.96
2022-03-26,1.29
2022-03-27,5.38
2022-03-28,2.99
2022-03-29,1.96
2022-03-30,1.94
2022-03-31,4.67
2022-04-01,4.98
2022-04-02,2.72
2022-04-03,3.68
2022-04-04,3.44
2022-04-05,3.43
2022-04-06,5.44
2022-04-07,2.24
2022-04-08,4.08
2022-04-09,1.43
2022-04-10,3.22
2022-04-11,7.75
2022-04-12,3.12
2022-04-13,4.32
2022-04-14,4.42
2022-04-15,1.88
2022-04-16,1.39
2022-04-17,2.4
2022-04-18,5.92
2022-04-19,2.6
2022-04-20,2.84
2022-04-21,7.06
2022-04-22,3.72
2022-04-23,1.48
2022-04-24,1.56
2022-04-25,5.62
2022-04-26,7.47
2022-04-27,3.69
2022-04-28,3.41
2022-04-29,4.32
2022-04-30,2.85
2022-05-01,2.77
2022-05-02,2.41
2022-05-03,2.78
2022-05-04,5.75
2022-05-05,10.97
2022-05-06,3.22
2022-05-07,3.4
2022-05-08,4.79
2022-05-09,12.96
2022-05-10,8.85
2022-05-11,13.64
2022-05-12,13.97
2022-05-13,7.44
2022-05-14,5.19
2022-05-15,6.03
2022-05-16,7.02
2022-05-17,3.8
2022-05-18,6.61
2022-05-19,6.0
2022-05-20,6.5
2022-05-21,1.93
2022-05-22,3.93
2022-05-23,5.57
2022-05-24,3.43
2022-05-25,2.63
2022-05-26,5.56
2022-05-27,3.6
2022-05-28,0.91
2022-05-29,2.28
2022-05-30,9.03
2022-05-31,3.08
2022-06-01,8.32
2022-06-02,3.21
2022-06-03,4.28
2022-06-04,1.46
2022-06-05,1.84
2022-06-06,6.02
2022-06-07,7.43
2022-06-08,4.37
2022-06-09,1.96
2022-06-10,4.37
2022-06-11,4.13
2022-06-12,6.5
2022-06-13,21.02
2022-06-14,9.87
2022-06-15,12.21
2022-06-16,12.85
2022-06-17,4.51
2022-06-18,17.1
2022-06-19,14.48
2022-06-20,6.22
2022-06-21,5.91
2022-06-22,4.98
2022-06-23,5.94
2022-06-24,3.35
2022-06-25,2.65
2022-06-26,3.65
2022-06-27,4.16
2022-06-28,4.63
2022-06-29,2.14
2022-06-30,7.54
2022-07-01,8.17
2022-07-02,1.81
2022-07-03,3.12
2022-07-04,6.27
2022-07-05,6.69
2022-07-06,3.89
2022-07-07,7.27
2022-07-08,4.97
2022-07-09,2.01
2022-07-10,4.17
2022-07-11,4.68
2022-07-12,3.81
2022-07-13,6.44
2022-07-14,5.59
2022-07-15,3.63
2022-07-16,4.85
2022-07-17,3.96
2022-07-18,8.91
2022-07-19,9.15
2022-07-20,5.16
2022-07-21,4.27
2022-07-22,4.73
2022-07-23,4.43
2022-07-24,2.99
2022-07-25,6.03
2022-07-26,2.81
2022-07-27,9.09
2022-07-28,6.11
2022-07-29,3.46
2022-07-30,4.21
2022-07-31,3.63
2022-08-01,2.51
2022-08-02,3.1
2022-08-03,3.65
2022-08-04,3.17
2022-08-05,3.59
2022-08-06,1.59
2022-08-07,2.03
2022-08-08,4.43
2022-08-09,3.99
2022-08-10,5.95
2022-08-11,3.86
2022-08-12,3.19
2022-08-13,2.11
2022-08-14,3.18
2022-08-15,5.44
2022-08-16,2.09
2022-08-17,5.01
2022-08-18,1.67
2022-08-19,11.23
2022-08-20,2.37
2022-08-21,2.68
2022-08-22,2.83
2022-08-23,3.3
2022-08-24,2.77
2022-08-25,2.0
2022-08-26,7.95
2022-08-27,2.26
2022-08-28,2.66
2022-08-29,3.86
2022-08-30,4.72
2022-08-31,3.14
2022-09-01,2.77
2022-09-02,2.96
2022-09-03,1.72
2022-09-04,1.85
2022-09-05,1.82
2022-09-06,7.21
2022-09-07,4.2
2022-09-08,1.79
2022-09-09,11.02
2022-09-10,2.79
2022-09-11,1.7
2022-09-12,3.87
2022-09-13,13.01
2022-09-14,3.4
2022-09-15,3.47
2022-09-16,2.43
2022-09-17,1.95
2022-09-18,3.82
2022-09-19,6.79
2022-09-20,4.19
2022-09-21,7.57
2022-09-22,5.65
2022-09-23,4.55
2022-09-24,2.38
2022-09-25,2.34
2022-09-26,2.96
2022-09-27,7.52
2022-09-28,6.12
2022-09-29,3.51
2022-09-30,4.38
2022-10-01,1.25
2022-10-02,2.11
2022-10-03,3.3
2022-10-04,4.39
2022-10-05,2.74
2022-10-06,2.55
2022-10-07,3.33
2022-10-08,1.57
2022-10-09,1.0
2022-10-10,2.16
2022-10-11,1.67
2022-10-12,0.91
2022-10-13,6.19
2022-10-14,4.05
2022-10-15,1.02
2022-10-16,1.68
2022-10-17,2.41
2022-10-18,2.73
2022-10-19,1.15
2022-10-20,1.81
2022-10-21,2.48
2022-10-22,0.61
2022-10-23,2.73
2022-10-24,1.99
2022-10-25,5.64
2022-10-26,4.29
2022-10-27,2.96
2022-10-28,3.18
2022-10-29,2.05
2022-10-30,1.8
2022-10-31,2.5
2022-11-01,1.41
2022-11-02,3.26
2022-11-03,1.47
2022-11-04,5.06
2022-11-05,1.66
2022-11-06,2.03
2022-11-07,2.75
2022-11-08,17.39
2022-11-09,18.54
2022-11-10,14.02
2022-11-11,6.69
2022-11-12,2.49
2022-11-13,3.68
2022-11-14,7.79
2022-11-15,3.08
2022-11-16,3.23
2022-11-17,1.61
2022-11-18,2.31
2022-11-19,1.37
2022-11-20,3.07
2022-11-21,4.44
2022-11-22,3.81
2022-11-23,2.89
2022-11-24,1.63
2022-11-25,1.31
2022-11-26,1.53
2022-11-27,0.96
2022-11-28,2.67
2022-11-29,2.37
2022-11-30,4.53
2022-12-01,1.83
2022-12-02,1.25
2022-12-03,1.35
2022-12-04,1.5
2022-12-05,2.69
2022-12-06,0.9
2022-12-07,2.14
2022-12-08,2.85
2022-12-09,1.05
2022-12-10,0.56
2022-12-11,0.9
2022-12-12,1.85
2022-12-13,4.78
2022-12-14,3.26
2022-12-15,3.03
2022-12-16,5.55
2022-12-17,1.12
2022-12-18,0.7
2022-12-19,2.5
2022-12-20,3.56
2022-12-21,0.96
2022-12-22,1.65
2022-12-23,0.66
2022-12-24,0.42
2022-12-25,0.63
2022-12-26,0.64
2022-12-27,1.91
2022-12-28,1.64
2022-12-29,0.87
2022-12-30,1.43
2022-12-31,0.67
2023-01-01,0.66
2023-01-02,1.13
2023-01-03,0.83
2023-01-04,1.78
2023-01-05,0.56
2023-01-06,1.65
2023-01-07,0.36
2023-01-08,0.99
2023-01-09,1.73
2023-01-10,1.87
2023-01-11,3.44
2023-01-12,5.75
2023-01-13,6.46
2023-01-14,5.86
2023-01-15,1.88
2023-01-16,3.11
2023-01-17,2.19
2023-01-18,4.98
2023-01-19,2.31
2023-01-20,8.48
2023-01-21,3.42
2023-01-22,2.99
2023-01-23,2.08
2023-01-24,2.59
2023-01-25,5.87
2023-01-26,1.42
2023-01-27,3.37
2023-01-28,1.12
2023-01-29,4.07
2023-01-30,5.0
2023-01-31,2.02
2023-02-01,3.88
2023-02-02,2.98
2023-02-03,1.71
2023-02-04,1.14
2023-02-05,2.55
2023-02-06,1.88
2023-02-07,2.44
2023-02-08,2.8
2023-02-09,5.61
2023-02-10,1.87
2023-02-11,1.26
2023-02-12,1.74
2023-02-13,2.04
2023-02-14,3.05
2023-02-15,10.08
2023-02-16,6.49
2023-02-17,6.24
2023-02-18,1.35
2023-02-19,3.15
2023-02-20,4.57
2023-02-21,3.83
2023-02-22,3.5
2023-02-23,3.71
2023-02-24,4.77
2023-02-25,1.53
2023-02-26,2.47
2023-02-27,2.81
2023-02-28,2.2
2023-03-01,3.43
2023-03-02,2.13
2023-03-03,5.7
2023-03-04,0.93
2023-03-05,1.37
2023-03-06,1.13
2023-03-07,2.34
2023-03-08,2.58
2023-03-09,7.88
2023-03-10,3.78
2023-03-11,3.61
2023-03-12,8.49
2023-03-13,12.01
2023-03-14,10.11
2023-03-15,5.32
2023-03-16,3.98
2023-03-17,11.35
2023-03-18,4.09
2023-03-19,5.7
2023-03-20,4.72
2023-03-21,3.64
2023-03-22,7.64
2023-03-23,5.69
2023-03-24,4.99
2023-03-25,2.19
2023-03-26,2.67
2023-03-27,5.38
2023-03-28,2.93
2023-03-29,4.99
2023-03-30,5.19
2023-03-31,3.83
2023-04-01,1.79
2023-04-02,2.28
2023-04-03,4.4
2023-04-04,2.72
2023-04-05,3.22
2023-04-06,1.58
2023-04-07,1.14
2023-04-08,0.99
2023-04-09,2.53
2023-04-10,5.61
2023-04-11,3.04
2023-04-12,2.48
2023-04-13,2.21
2023-04-14,3.2
2023-04-15,1.18
2023-04-16,1.32
2023-04-17,3.57
2023-04-18,4.51
2023-04-19,6.07
2023-04-20,3.71
2023-04-21,4.31
2023-04-22,2.59
2023-04-23,1.53
2023-04-24,3.36
2023-04-25,4.28
2023-04-26,9.78
2023-04-27,5.17
2023-04-28,2.22
2023-04-29,1.25
2023-04-30,2.88
2023-05-01,5.96
2023-05-02,3.43
2023-05-03,3.84
2023-05-04,2.3
2023-05-05,2.85
2023-05-06,4.75
2023-05-07,2.52
2023-05-08,4.95
2023-05-09,1.63
2023-05-10,5.35
2023-05-11,3.14
2023-05-12,4.55
2023-05-13,1.2
2023-05-14,1.84
2023-05-15,3.29
2023-05-16,1.56
2023-05-17,3.25
2023-05-18,3.98
2023-05-19,1.6
2023-05-20,1.16
2023-05-21,2.09
2023-05-22,1.87
2023-05-23,2.31
2023-05-24,4.28
2023-05-25,2.71
2023-05-26,2.17
2023-05-27,1.01
2023-05-28,5.19
2023-05-29,3.15
2023-05-30,1.65
2023-05-31,3.59
2023-06-01,2.53
2023-06-02,2.74
2023-06-03,1.33
2023-06-04,1.63
2023-06-05,6.62
2023-06-06,7.39
2023-06-07,4.53
2023-06-08,2.1
2023-06-09,1.64
2023-06-10,4.04
2023-06-11,2.08
2023-06-12,1.61
2023-06-13,2.52
2023-06-14,4.58
2023-06-15,3.78
2023-06-16,4.82
2023-06-17,2.27
2023-06-18,1.33
2023-06-19,2.55
2023-06-20,6.45
2023-06-21,8.68
2023-06-22,2.75
2023-06-23,5.17
2023-06-24,1.7
2023-06-25,2.35
2023-06-26,2.27
2023-06-27,2.55
2023-06-28,2.61
2023-06-29,2.46
2023-06-30,5.6
2023-07-01,1.03
2023-07-02,1.66
2023-07-03,2.58
2023-07-04,2.17
2023-07-05,2.16
2023-07-06,5.24
2023-07-07,2.21
2023-07-08,0.98
2023-07-09,1.14
2023-07-10,3.47
2023-07-11,1.42
2023-07-12,2.42
2023-07-13,5.11
2023-07-14,5.39
2023-07-15,0.48
2023-07-16,1.16
2023-07-17,2.19
2023-07-18,2.29
2023-07-19,1.31
2023-07-20,1.88
2023-07-21,1.05
2023-07-22,1.1
2023-07-23,1.98
2023-07-24,4.01
2023-07-25,1.0
2023-07-26,1.93
2023-07-27,1.59
2023-07-28,1.36
2023-07-29,0.45
2023-07-30,1.32
2023-07-31,1.23
2023-08-01,3.55
2023-08-02,3.6
2023-08-03,1.44
2023-08-04,1.44
2023-08-05,0.5
2023-08-06,0.68
2023-08-07,1.81
2023-08-08,3.65
2023-08-09,2.44
2023-08-10,1.14
2023-08-11,0.9
2023-08-12,0.37
2023-08-13,0.6
2023-08-14,1.84
2023-08-15,1.2
2023-08-16,1.81
2023-08-17,13.13
2023-08-18,4.44
2023-08-19,1.73
2023-08-20,0.99
2023-08-21,1.45
2023-08-22,2.41
2023-08-23,3.81
2023-08-24,2.47
2023-08-25,1.79
2023-08-26,0.48
2023-08-27,0.77
2023-08-28,1.23
2023-08-29,8.4
2023-08-30,2.55
2023-08-31,6.61
2023-09-01,3.01
2023-09-02,0.84
2023-09-03,1.05
2023-09-04,1.65
2023-09-05,1.05
2023-09-06,2.16
2023-09-07,3.13
2023-09-08,2.87
2023-09-09,0.43
2023-09-10,1.32
2023-09-11,3.83
2023-09-12,5.25
2023-09-13,2.31
2023-09-14,2.3
2023-09-15,2.29
2023-09-16,1.06
2023-09-17,0.65
2023-09-18,3.78
2023-09-19,3.03
2023-09-20,1.92
2023-09-21,2.89
2023-09-22,0.87
2023-09-23,0.43
2023-09-24,1.89
2023-09-25,1.58
2023-09-26,1.15
2023-09-27,2.71
2023-09-28,3.54
2023-09-29,1.89
2023-09-30,0.75
2023-10-01,4.01
2023-10-02,4.19
2023-10-03,1.66
2023-10-04,2.12
2023-10-05,2.62
2023-10-06,3.81
2023-10-07,0.57
2023-10-08,1.3
2023-10-09,2.52
2023-10-10,1.52
2023-10-11,3.44
2023-10-12,1.37
2023-10-13,1.52
2023-10-14,0.58
2023-10-15,1.76
2023-10-16,8.54
2023-10-17,1.81
2023-10-18,2.54
2023-10-19,2.54
2023-10-20,5.25
2023-10-21,2.73
2023-10-22,1.61
2023-10-23,14.2
2023-10-24,6.9
2023-10-25,4.23
2023-10-26,3.17
2023-10-27,2.46
2023-10-28,1.55
2023-10-29,2.34
2023-10-30,2.15
2023-10-31,1.87
2023-11-01,3.97
2023-11-02,4.41
2023-11-03,2.37
2023-11-04,1.85
2023-11-05,2.16
2023-11-06,1.5
2023-11-07,3.9
2023-11-08,2.41
2023-11-09,6.56
2023-11-10,3.11
2023-11-11,1.72
2023-11-12,1.22
2023-11-13,2.76
2023-11-14,5.16
2023-11-15,7.29
2023-11-16,6.72
2023-11-17,2.24
2023-11-18,1.67
2023-11-19,3.01
2023-11-20,2.37
2023-11-21,5.07
2023-11-22,6.13
2023-11-23,1.95
2023-11-24,3.1
2023-11-25,0.73
2023-11-26,1.77
2023-11-27,2.2
2023-11-28,4.0
2023-11-29,2.0
2023-11-30,1.63
2023-12-01,3.52
2023-12-02,2.66
2023-12-03,2.13
2023-12-04,5.99
2023-12-05,7.21
2023-12-06,1.81
2023-12-07,2.71
2023-12-08,3.66
2023-12-09,1.68
2023-12-10,1.01
2023-12-11,8.88
2023-12-12,3.4
2023-12-13,6.77
2023-12-14,3.89
2023-12-15,3.35
2023-12-16,2.26
2023-12-17,2.63
2023-12-18,5.4
2023-12-19,3.65
2023-12-20,4.86
2023-12-21,2.1
2023-12-22,2.13
2023-12-23,1.53
2023-12-24,2.71
2023-12-25,2.34
2023-12-26,4.62
2023-12-27,3.59
2023-12-28,3.51
2023-12-29,4.1
2023-12-30,2.47
2023-12-31,2.05
2024-01-01,4.64
2024-01-02,3.9
2024-01-03,11.49
2024-01-04,4.91
2024-01-05,3.67
2024-01-06,1.73
2024-01-07,1.91
2024-01-08,9.19
2024-01-09,5.85
2024-01-10,7.11
2024-01-11,7.2
2024-01-12,10.96
2024-01-13,1.81
2024-01-14,3.21
2024-01-15,3.87
2024-01-16,3.52
2024-01-17,2.37
2024-01-18,5.53
2024-01-19,4.56
2024-01-20,1.04
2024-01-21,0.86
2024-01-22,5.58
2024-01-23,4.17
2024-01-24,2.47
2024-01-25,1.79
2024-01-26,5.99
2024-01-27,1.84
2024-01-28,2.64
2024-01-29,3.56
2024-01-30,2.64
2024-01-31,3.35
2024-02-01,3.26
2024-02-02,1.97
2024-02-03,1.09
2024-02-04,1.71
2024-02-05,2.91
2024-02-06,1.92
2024-02-07,3.66
2024-02-08,2.81
2024-02-09,6.39
2024-02-10,2.65
2024-02-11,1.93
2024-02-12,5.31
2024-02-13,4.03
2024-02-14,5.53
2024-02-15,2.82
2024-02-16,1.74
2024-02-17,3.0
2024-02-18,2.19
2024-02-19,1.49
2024-02-20,4.24
2024-02-21,3.35
2024-02-22,2.13
2024-02-23,1.85
2024-02-24,2.17
2024-02-25,1.25
2024-02-26,7.87
2024-02-27,5.6
2024-02-28,12.65
2024-02-29,5.1
2024-03-01,3.87
2024-03-02,1.3
2024-03-03,2.92
2024-03-04,9.86
2024-03-05,16.6
2024-03-06,7.62
2024-03-07,3.62
2024-03-08,5.82
2024-03-09,0.91
2024-03-10,2.59
2024-03-11,8.42
2024-03-12,5.96
2024-03-13,3.23
2024-03-14,7.57
2024-03-15,10.25
2024-03-16,8.09
2024-03-17,6.66
2024-03-18,3.46
2024-03-19,10.68
2024-03-20,12.02
2024-03-21,5.6
2024-03-22,6.85
2024-03-23,4.66
2024-03-24,5.95
2024-03-25,7.15
2024-03-26,3.17
2024-03-27,4.89
2024-03-28,3.85
2024-03-29,2.66
2024-03-30,1.08
2024-03-31,2.52
2024-04-01,4.74
2024-04-02,7.93
2024-04-03,3.65
2024-04-04,6.42
2024-04-05,4.11
2024-04-06,3.17
2024-04-07,2.08
2024-04-08,5.29
2024-04-09,5.17
2024-04-10,5.32
2024-04-11,2.42
2024-04-12,9.15
2024-04-13,11.51
2024-04-14,5.82
2024-04-15,7.29
2024-04-16,4.28
2024-04-17,7.89
2024-04-18,5.41
2024-04-19,9.77
2024-04-20,3.59
2024-04-21,2.25
2024-04-22,4.16
2024-04-23,2.03
2024-04-24,5.48
2024-04-25,3.97
2024-04-26,2.32
2024-04-27,2.36
2024-04-28,2.43
2024-04-29,3.85
2024-04-30,9.44
2024-05-01,7.47
2024-05-02,4.68
2024-05-03,7.6
2024-05-04,3.03
2024-05-05,2.63
2024-05-06,4.38
2024-05-07,3.38
2024-05-08,3.46
2024-05-09,4.55
2024-05-10,5.38
2024-05-11,1.58
2024-05-12,1.96
2024-05-13,4.37
2024-05-14,3.22
2024-05-15,8.35
2024-05-16,3.25
2024-05-17,3.59
2024-05-18,1.09
2024-05-19,2.66
2024-05-20,8.17
2024-05-21,3.98
2024-05-22,2.39
2024-05-23,5.55
2024-05-24,3.9
2024-05-25,1.55
2024-05-26,1.94
2024-05-27,3.47
2024-05-28,3.4
2024-05-29,2.61
2024-05-30,3.55
2024-05-31,3.55
2024-06-01,0.67
2024-06-02,1.62
2024-06-03,3.91
2024-06-04,3.62
2024-06-05,1.91
2024-06-06,2.15
2024-06-07,4.96
2024-06-08,0.47
2024-06-09,0.95
2024-06-10,1.32
2024-06-11,5.18
2024-06-12,4.6
2024-06-13,3.11
2024-06-14,3.44
2024-06-15,0.81
2024-06-16,1.33
2024-06-17,3.22
2024-06-18,3.89
2024-06-19,1.55
2024-06-20,2.93
2024-06-21,2.57
2024-06-22,0.85
2024-06-23,2.07
2024-06-24,8.0
2024-06-25,3.35
2024-06-26,2.87
2024-06-27,2.82
2024-06-28,3.57
2024-06-29,1.32
2024-06-30,3.73
2024-07-01,2.05
2024-07-02,2.35
2024-07-03,4.66
2024-07-04,6.38
2024-07-05,7.04
2024-07-06,4.34
2024-07-07,4.62
2024-07-08,7.01
2024-07-09,3.41
2024-07-10,3.81
2024-07-11,3.81
2024-07-12,3.43
2024-07-13,3.44
2024-07-14,3.55
2024-07-15,6.86
2024-07-16,4.59
2024-07-17,3.4
2024-07-18,2.94
2024-07-19,6.5
2024-07-20,1.98
2024-07-21,3.84
2024-07-22,2.81
2024-07-23,3.5
2024-07-24,3.02
2024-07-25,4.16
2024-07-26,3.75
2024-07-27,4.04
2024-07-28,1.81
2024-07-29,5.19
2024-07-30,2.55
2024-07-31,3.53
2024-08-01,5.37
2024-08-02,7.09
2024-08-03,3.86
2024-08-04,6.73
2024-08-05,18.62
2024-08-06,5.72
2024-08-07,5.69
2024-08-08,14.44
2024-08-09,3.63
2024-08-10,1.95
2024-08-11,5.88
2024-08-12,5.19
2024-08-13,5.24
2024-08-14,5.5
2024-08-15,6.55
2024-08-16,4.79
2024-08-17,1.5
2024-08-18,3.11
2024-08-19,3.02
2024-08-20,4.75
2024-08-21,5.12
2024-08-22,2.66
2024-08-23,7.58
2024-08-24,1.41
2024-08-25,1.82
2024-08-26,2.61
2024-08-27,8.77
2024-08-28,4.05
2024-08-29,4.08
2024-08-30,3.68
2024-08-31,1.13
2024-09-01,3.22
2024-09-02,3.97
2024-09-03,4.16
2024-09-04,5.1
2024-09-05,4.65
2024-09-06,8.32
2024-09-07,2.04
2024-09-08,3.07
2024-09-09,6.31
2024-09-10,2.85
2024-09-11,4.36
2024-09-12,2.1
2024-09-13,5.2
2024-09-14,1.91
2024-09-15,2.87
2024-09-16,2.96
2024-09-17,6.4
2024-09-18,4.13
2024-09-19,3.67
2024-09-20,2.81
2024-09-21,1.21
2024-09-22,2.49
2024-09-23,3.36
2024-09-24,3.12
2024-09-25,2.95
2024-09-26,4.98
2024-09-27,2.51
2024-09-28,1.22
2024-09-29,0.95
2024-09-30,4.39
2024-10-01,6.52
2024-10-02,3.93
2024-10-03,2.66
2024-10-04,3.32
2024-10-05,1.1
2024-10-06,1.82
2024-10-07,3.69
2024-10-08,2.15
2024-10-09,3.64
2024-10-10,3.98
2024-10-11,5.59
2024-10-12,1.61
2024-10-13,1.99
2024-10-14,6.47
2024-10-15,4.74
2024-10-16,2.42
2024-10-17,1.9
2024-10-18,2.67
2024-10-19,0.95
2024-10-20,1.84
2024-10-21,3.94
2024-10-22,1.83
2024-10-23,3.4
2024-10-24,3.53
2024-10-25,4.88
2024-10-26,1.44
2024-10-27,2.06
2024-10-28,3.96
2024-10-29,5.52
2024-10-30,2.09
2024-10-31,4.41
2024-11-01,4.04
2024-11-02,1.21
2024-11-03,2.78
2024-11-04,3.94
2024-11-05,4.54
2024-11-06,10.3
2024-11-07,3.31
2024-11-08,2.12
2024-11-09,1.53
2024-11-10,6.41
2024-11-11,11.61
2024-11-12,5.64
2024-11-13,8.32
2024-11-14,5.86
2024-11-15,5.44
2024-11-16,1.85
2024-11-17,3.03
2024-11-18,3.58
2024-11-19,3.95
2024-11-20,3.58
2024-11-21,5.19
2024-11-22,2.5
2024-11-23,1.83
2024-11-24,2.98
2024-11-25,6.79
2024-11-26,4.65
2024-11-27,6.08
2024-11-28,2.08
2024-11-29,3.44
2024-11-30,1.41
2024-12-01,2.21
2024-12-02,3.88
2024-12-03,2.85
2024-12-04,4.8
2024-12-05,12.94
2024-12-06,5.72
2024-12-07,1.55
2024-12-08,2.66
2024-12-09,7.33
2024-12-10,4.19
2024-12-11,6.44
2024-12-12,3.21
2024-12-13,2.68
2024-12-14,1.97
